Reviews,Sentiment,NormalizedReviews
jo dikhaya wohi bheja iss liye mujhy aap psnd aye ainda se bs online shopping k liye elo only,0,jo dikhaya wohi bheja iss liye mujhy aap psnd ai ainda se bs online shopping k liye elo only
jo price hai us mai bht achi hai thanks,1,jo price hy us mai bht achi hy thanks
full paisa wasool,1,full paisa wasool
lush hau dada  may kia jaan chahye abhi dhoi nhi hai shirts tb pata chale ga quality ka asal,-1,lash hau dada  may kia jaan chahye abi dhoi nhi hy shirts tb pata chale ga quality ka asal
behtreen,0,behtareen
munasib price may boht acha stuff,1,munasib price may boht acha stuff
elo great jub kabhi apne nazarye ko change mt karna ur hamesha isi tarah fair rehna bht acha kaam kar rhe ho,1,elo great jb kabhi apne nazarye ko change mt karna ur hamesha isi tarah fair rehna bht acha kaam kr rhy ho
bht hay kamal ka upper hi,1,bht hy kamal ka upper hy
mujhy apni mobil ke leye speeker chahey thi aur mein ne jo pehli leye thay us mein problem tha wo un off nai ho rahay thay thek sy bt ab us ke badly ab jo mujhy bheji gai hain wo meri kaam ke nai hain aur doosri bay bhot si chazain thek nai thay bus ak cheez kamal hay aur wo hay under wear,1,mujhy apni mobil ke leye speeker chahey thi aur main ny jo pehli leye thay us main problem tha wo un off nai ho rha thay thek say bt ab us ke badly ab jo mujhy bheji gai hy wo meri kaam ke nai hy aur doosri bay bhot se chazain thek nai thay bus ak cheez kamal hy aur wo hy under wear
order sleeve less zipper ka kia that aap ne hooded bhej di hay price ka bhi  ka difference hay,0,order sleeve less zipper ka kia that aap ny hooded bhej di hy price ka bhi  ka difference hy
bhai logon agar aap log ye ti lainay ki soch rahein hain tu sochiaay mat ur dast buy now kar lein cz its aan orignal product of bellfield com ur iss ki market price kaam se kaam  rs hai,-1,bhai logon agar aap log yeh ti lainay ki soch rahein hy tu sochiaay mat ur dast buddy now kr lein cz its aan orginal product of bellfield com ur iss ki market price kaam se kaam  rs hy
sab kuchh baht achha hai perfect jesa socha tha wesa hi very nice bot delivery iss slow,1,sab kuchh baht achha hy perfect jesa socha tha wesa hy very nice bot delivery iss slow
kia baat hai stuff ki aur service ki,-1,kia baat hy stuff ki aur service ki
mujhy apki product bohat pasand ai inshallah ainda bhe apsay cheezain lein ge,-1,mujhy apki product bohat pasand ai inshallah ainda bhi apsay cheezain lein gi
aas it iss hay rakha howa hai meiny abhi tak ostemal nahi kiya,-1,aas it iss hy rakha hova hy meiny abi tak ostemal nahi kya
mai apna jacket change karnachahta ho aaj le hai tu kaisy change karo,0,mai apna jacket change karnachahta ho aaj lye hy tu kaisy change karo
sab kuchh baht achha hai perfect jesa socha tha wesa hi very nice bot delivery iss slow,1,sab kuchh baht achha hy perfect jesa socha tha wesa hy very nice bot delivery iss slow
zabardast behtareen meyari our qabil e bharosa sarvice,1,zabardast behtareen meyari aur qabil e bharosa sarvice
lagta hi mn ciement factory workor hon,-1,lagta hy mn ciement factory workor ho
bhai mera order kn deliver krenge aplog,-1,bhai mera order kn deliver krenge aplog
mujhy apni mobil ke leye speeker chahey thi aur mein ne jo pehli leye thay us mein problem tha wo un off nai ho rahay thay thek sy bt ab us ke badly ab jo mujhy bheji gai hain wo meri kaam ke nai hain aur doosri bay bhot si chazain thek nai thay bus ak cheez kamal hay aur wo hay under wear,1,mujhy apni mobil ke leye speeker chahey thi aur main ny jo pehli leye thay us main problem tha wo un off nai ho rha thay thek say bt ab us ke badly ab jo mujhy bheji gai hy wo meri kaam ke nai hy aur doosri bay bhot se chazain thek nai thay bus ak cheez kamal hy aur wo hy under wear
mazedar,0,mazedar
jo bazoo pic myn thi wo aap may nhi bheje mujhe both afsos hua k aap ne iss tarha kia,-1,jo bazoo pic myn thi wo aap may nhi bheje mujhe both afsos hova k aap ny iss tarha kia
may ny ek bag oder kia ta par abi tk mujhy koi confomation call ny ie plz call may,0,may ny ek bag oder kia ta par abi tk mujhy koi confomation call ny ie plz call may
bht acha,1,bht acha
last order  days mi raceved kiya hi mein ny wo b mein ny help line par cal kar tu delever kiya gya bcz mujhy cal par bola gya k hum logvbhol gai thi jb k online compnys mi yeh bholny wali systems nahi hoti baki app ke sb prodect ke quality boht achi hi,-1,last order  days mi raceved kya hy main ny wo bhi main ny help line par cal kr tu delever kya gya bcz mujhy cal par bola gya k hum logvbhol gai thi jb k online compnys mi yeh bholny wali systems nahi hoti baki app ke sab prodect ke quality boht achi hy
ye thek hai lakin pic mein jo quality nazer aa rahay hai wo nhe hai,-1,yeh thek hy lakin pic main jo quality nazer aa rha hy wo nhe hy
may ne trouser ur socks purchase kiye thay donor cheezon ki quality se may mutmaen ho,-1,may ny trouser ur socks purchase kiye thay donor cheezon ki quality se may mutmaen ho
very nice stuff naram bhi hai ur garam bhi eay like it,1,very nice stuff naram bhi hy ur garam bhi eay like it
perfect quality bot akhirri button kharab hai ur bohat mushkil se band hota hai,-1,perfect quality bot akhirri button kharab hy ur bohat mushkil se band hota hy
bht alla stuf hai mgr iss ki cufling k bajye style agar kurta sleves hoti tu ziada behtar tha,1,bht alaw stuf hy mgr iss ki cufling k bajye style agar kurta sleves hoti tu ziada behtar tha
quality good thay lekin mane kaafi review perhy ke size ke galtian hotay ha site may idher b aisa hay tha mane xl order kia tha ur large bhyja mujhy kisi ur ko dena pera,-1,quality good thay lekin mane kaafi review perhy ke size ke galtian hotay hy site may idher bhi aisa hy tha mane xl order kia tha ur large bhyja mujhy kisi ur ko dena pera
bahut hay achi quality aur design hi,1,bahut hy achi quality aur design hy
paisa wasool,1,paisa wasool
sahi hai bas koe aisi extra ordinary cheez tau nahi hai jitna claim karte hain khair  ke hisaab se theek hai,0,sahi hy bas koi aisi extra ordinary cheez tau nahi hy jitna claim karte hy khair  ke hisaab se theek hy
aap k kappray bohat acha hain,1,aap k kappray bohat acha hy
sizing ur stictching bohag zabardast hai bus dar yahi hai k color fade ho jata hai tum logon se pehlay b last year eid k leye kurta liya tha uska b color fade ho gaya tha,1,sizing ur stictching bohag zabardast hy bus dar yehe hy k color fade ho jata hy tum logon se pehlay bhi last year eid k leye kurta liya tha uska bhi color fade ho gya tha
guzara ha,0,guzara hy
pieces mangwao tu  damage hotay hain,-1,pieces mangwao tu  damage hotay hy
jes tarha photo mai sahi tight skinny hai dekhaya hai iss tarha real mai skinny nai hai,-1,jes tarha photo mai sahi tight skinny hy dekhaya hy iss tarha real mai skinny nai hy
bahuttt hi umda,1,bahuttt hy umdah
iss product ki quality mujhe pasand ai ha,1,iss product ki quality mujhe pasand ai hy
quality achi ha lkn damage piece wapis karna muskil lagta ha aik dafa hi best ordr dlvr hona chai thanks,1,quality achi hy lkn damage piece wapis karna muskil lagta hy aik dafa hy best ordr dlvr hona chai thanks
du din usay kya ha ur pockets k paas bur aa gye ha bot its ok prise bhe tu kaam ha,-1,du din usay kya hy ur pockets k paas bur aa gye hy bot its ok prise bhi tu kaam hy
bs guzara ha koi khaas quality nahi ha,-1,bs guzara hy koi khaas quality nahi hy
shirt tu achi ha yeh lekin iski bright print wali side aap logon ne andar ki terhaf silai kar di ha ur dull print wali side bahar ki terhaf iss waja se shirt ki look us terhan nazar nahi arahi jis terhan honi chaiyeh asan alfaz may agar kaho tu aap logon ne wrong side per silai kar di ha,-1,shirt tu achi hy yeh lekin iski bright print wali side aap logon ny andar ki terhaf silai kr di hy ur dull print wali side bahar ki terhaf iss waja se shirt ki look us terhan nazar nahi arahi jis terhan honi chaiyeh asan alfaz may agar kaho tu aap logon ny wrong side par silai kr di hy
fazool kapra fazool service fazool size fazool retun ur exchange policy  din ho gye ha abi tak koi aata pata nai phone kar k pucho ak banda kuch kahta  bykar,-1,fazool kapra fazool service fazool size fazool retun ur exchange policy  din ho gye hy abi tak koi aata pata nai phone kr k pucho ak banda kuch kahta  bekar
mera order hi nhi deliver hua mjy  din baad b isliye mein apko koi suggestion nhi di skta,0,mera order hy nhi deliver hova mjy  din baad bhi isliye main apko koi suggestion nhi di sakta
maine jo product order kia wob bilkul bhi waisa nhi tha ur bht koi ghatiya quality ki jeans thi yeh export nhi import leftover landa ki jeans lag rhi hai,-1,maine jo product order kia wob bilkul bhi waisa nhi tha ur bht koi ghatiya quality ki jeans thi yeh export nhi import leftover landa ki jeans lag rhi hy
sub par,0,sab par
rd class quality mai nai try karne k lye purchase kya export leftover sai bot shukar hai phli purchase paiy quality ka ok ho gya,-1,rd class quality mai nai try karne k lye purchase kya export leftover sai bot shukar hy phli purchase paiy quality ka ok ho gya
bakwas,-1,bakwas
landa mall zip kharab,-1,landa mall zip kharab
all items ki quality achi thi bot this time eay aam soo frustrated this was mi rd purchasing from your site half items k sizes app ne ghalat bheje like ager order per small size likha hay tu wo large bhej diya hay aur jahan large hay wahan small bhej diya hay aur jo item mein ne return karni thi us ka courier charges bhi mein ne pe kiya hay dd read more,-1,all items ki quality achi thi bot this time eay aam soo frustrated this was mi rd purchasing from your site half items k sizes app ny ghalat bheje like ager order par small size likha hy tu wo large bhej diya hy aur jahan large hy wahan small bhej diya hy aur jo item main ny return karni thi us ka courier charges bhi main ny pe kya hy dd read more
mujhe aap ki service bohat kharab lag rahi hai,-1,mujhe aap ki service bohat kharab lag rahi hy
sir aap na mera sath cheeting ki ha go sweeter  ki maa na aap sa purchase ki thay us ko change kar ka rd class tshirts bagi haan gb k aap na  wala tag sweeter ka  sale thay show  wali pool ur send cheapest again mera order wala color b nahi baga maa aap ka regular coustmor hon,-1,sir aap ny mera sath cheeting ki hy go sweeter  ki maa ny aap sa purchase ki thay us ko change kr ka rd class tshirts baghi han ghaeb k aap ny  wala tag sweeter ka  sale thay show  wali pool ur sent cheapest again mera order wala color bhi nahi baga maa aap ka regular coustmor ho
eay hate export leftover website mujhy landy ka no mall dia  din nahi nikali phat bay geya itna halka kapra kya soch kar naam rakha site ka export leftover  ki cheez mujhy sy  liay lea tumhari website sy aaj k baad koi cheez nahi lun ga no mall sale karte ho tum log ur logon ko pagal banana band karo,-1,eay hate export leftover website mujhy landy ka no mall dia  din nahi nikali phat bay gya itna halka kapra kya soch kr naam rakha site ka export leftover  ki cheez mujhy say  liay lea tumhari website say aaj k baad koi cheez nahi lun ga no mall sale karte ho tum log ur logon ko pagal banana band karo
aap log dekhaty khuch r ho r deti khuch r pic mein zib black clour ki thi bhot ab white mein hai pic mein tu itni shine thi bot koi shine ny hai thearfore soo baad,-1,aap log dekhaty khuch r ho r deti khuch r pic main zib black clour ki thi bhot ab white main hy pic main tu itni shine thi bot koi shine ny hy thearfore soo baad
app ka coat tu acha hai magar woh phataa hua mila hai us ko slai bhi nahi lagai ja sakti aur ti shirts ka size bhi thek nahi hai hum un ka kia karein app n wapsi ka kehna hai magar customer pagal nahi k  laga kar  ki cheeze ka size badlwalany bheje app logon ko pehlay hi dekhbhal kar bhejna chahiye  bar cheez sahi phi teesri bar customer k read more,-1,app ka coat tu acha hy magar woh phataa hova mila hy us ko slai bhi nahi lagai ja sakti aur ti shirts ka size bhi thek nahi hy hum un ka kia karein app ny wapsi ka kehna hy magar customer pagal nahi k  laga kr  ki cheeze ka size badlwalany bheje app logon ko pehlay hy dekhbhal kr bhejana chahiye  bar cheez sahi phi teesri bar customer k read more
bakwas,-1,bakwas
change karne ka bola tha nmbr,0,change karne ka bola tha nmbr
iss sy zayda low quality products may ny aaj tak ny dakhi hain sab lot rhi hain jisy paiy waste karni ka shoq hi in sy cheezain liay liay baad may wo dusting k qabil b ny hoti,-1,iss say zayda low quality products may ny aaj tak ny dakhi hy sab loot rhi hy jisy paiy waste karni ka shauq hy in say cheezain liay liay baad may wo dusting k qabil bhi ny hoti
it doesnt fit according tu thay size chart aas per your chart eay should bay aan xl bot thay xl doesnt fit may,-1,it doesnt fit according tu thay size chart aas par your chart eay should bay aan xl bot thay xl doesnt fit may
eay did nut receive those shirts still waiting please,0,eay did nut receive those shirts still waiting please
sub jhoot,-1,sab jhoot
jb b maa ne order kya mera wrong parsel aya jbke apke paas big size available hota ha phir b aap small size bhej dete hain,0,jb bhi maa ny order kya mera wrong parsel aya jbke apke paas big size available hota hy phr bhi aap small size bhej dete hy
jeans fitting was way more tight then normal it felt aas if eay was wearing aa jeans for women should bay listed in womens section,-1,jeans fitting was way more tight then normal it felt aas if eay was wearing aa jeans for women should bay listed in womens section
meterial bhot hi light h iska many  m aik bedsheet set liya tha wo iss sy bhot bhter h sorry mjhy pasand nhi eay ye bulky m isy wapis bhjwany ka soch rahi hon thanks,0,meterial bhot hy light hy iska many  m aik bedsheet set liya tha wo iss say bhot behtar hy sorry mjhy pasand nhi eay yeh bulky m isy wapis bhjwany ka soch rahi ho thanks
app ka coat tu acha hai magar woh phataa hua mila hai us ko slai bhi nahi lagai ja sakti aur ti shirts ka size bhi thek nahi hai hum un ka kia karein app n wapsi ka kehna hai magar customer pagal nahi k  laga kar  ki cheeze ka size badlwalany bheje app logon ko pehlay hi dekhbhal kar bhejna chahiye  bar cheez sahi phi teesri bar customer k read more,-1,app ka coat tu acha hy magar woh phataa hova mila hy us ko slai bhi nahi lagai ja sakti aur ti shirts ka size bhi thek nahi hy hum un ka kia karein app ny wapsi ka kehna hy magar customer pagal nahi k  laga kr  ki cheeze ka size badlwalany bheje app logon ko pehlay hy dekhbhal kr bhejana chahiye  bar cheez sahi phi teesri bar customer k read more
jb b maa ne order kya mera wrong parsel aya jbke apke paas big size available hota ha phir b aap small size bhej dete hain,0,jb bhi maa ny order kya mera wrong parsel aya jbke apke paas big size available hota hy phr bhi aap small size bhej dete hy
bhai maine du dafa order kia hai done dafa  din baad delivery mili hai poor services aat all,-1,bhai maine du dafa order kia hy done dafa  din baad delivery mili hy poor services aat all
ye jin logon ny best quality k coment kiy hain ya tu wo in k sath mili hui hain ya phr unhon ny kabi acha stuff dakha ny kuch shrm karein,1,yeh jin logon ny best quality k coment kiy hy yeh tu wo in k sath mili hui hy yeh phr unhon ny kabi acha stuff dakha ny kuch shrm karein
yhe material iss china silk nut poooray silk,0,yehe material iss china silk nut poooray silk
bilkul bekar service hai apki banda aik baar cheez buy kare aur phir aap usay aisi cheez du ke wodobara kabhi purchase hi na kare,-1,bilkul bekar service hy apki banda aik baar cheez buddy kare aur phr aap usay aisi cheez du ke wodobara kabhi purchase hy ny kare
